Dataset,Quantile,Execution_Level,Method,AUC-Average,AUC-Std,PR-AUC-Average,PR-AUC-Std
BPIC20ID,0.95,0.75,SERA,0.19875776397515527,0.0,0.001409912486857567,0.0
BPIC20DD,0.8,0.25,Vanilla,0.490667787874945,0.0008205658134811769,0.3365858508079338,0.0016868489816339912
BPIC20DD,0.8,0.25,CSW,0.4911682686566062,0.00021557061334817105,0.3373237287932338,0.0005942163131979674
BPIC20DD,0.8,0.25,EAL,0.48920537441256606,0.00019629956028382632,0.3353905069498927,0.0007594473375742689
BPIC20DD,0.8,0.25,BMSE,0.47823111746954944,7.207803127224045e-05,0.3217033492008957,0.0005378069033798287
BPIC20DD,0.8,0.25,SERA,0.5328719224741112,0.08686670965354855,0.3541870677527691,0.05049563356978805
BPIC20DD,0.8,0.5,Vanilla,0.7315808913605812,9.121485215868326e-05,0.6047003602901524,0.0002767527545078457
BPIC20DD,0.8,0.5,CSW,0.7315099745265747,0.00018215529500197137,0.6050168797930239,0.00013770942018477098
BPIC20DD,0.8,0.5,EAL,0.7295848779701042,0.0008637464539621567,0.6029816074539147,0.00079986302749717
BPIC20DD,0.8,0.5,BMSE,0.7226611295721967,0.00018689970487752993,0.5865674787365538,0.0008640810988789168
BPIC20DD,0.8,0.5,SERA,0.7158030038696461,0.022753045222588968,0.5956969818120487,0.01215291590744615
BPIC20DD,0.8,0.75,Vanilla,0.7784718160988601,0.00045357599386520233,0.6820741791062996,0.00027960926863050814
BPIC20DD,0.8,0.75,CSW,0.7803604692822994,0.000853309472328785,0.6844061902495455,0.0004734917882243613
BPIC20DD,0.8,0.75,EAL,0.778562924531438,0.0006205947237531242,0.6821667621373299,0.0003167442175694642
BPIC20DD,0.8,0.75,BMSE,0.7736507025814467,0.0007676604217039776,0.6585214580876548,0.0009205554120338128
BPIC20DD,0.8,0.75,SERA,0.7854152636173249,0.0021334603572726444,0.6840317230426209,0.0016295295722267243
BPIC20DD,0.9,0.25,Quantile,0.5091243039032586,0.0011833744424635465,0.21180153784399486,0.0032578417720940775
BPIC20DD,0.9,0.25,Vanilla,0.5214515056156778,0.0012517444864358024,0.23391471515275047,0.0007985504748578964
BPIC20DD,0.9,0.25,CSW,0.5216783500055431,0.0001691923986332127,0.23464254570034634,0.0007396376690654517
BPIC20DD,0.9,0.25,EAL,0.5197706398546831,0.00017800827286592222,0.2329331101104335,0.001049594179192316
BPIC20DD,0.9,0.25,BMSE,0.5088147380629535,0.0001547497326324986,0.23260985744117332,0.0011416224032424504
BPIC20DD,0.9,0.25,SERA,0.5453882791379914,0.06987642497552089,0.23605498616971837,0.025039946973618162
BPIC20DD,0.9,0.5,Quantile,0.7137859134750685,0.028304892903203635,0.47529647809718367,0.018581448680731652
BPIC20DD,0.9,0.5,Vanilla,0.7496428906456537,0.0004481935621697339,0.5190197258728291,0.00031972137411274027
BPIC20DD,0.9,0.5,CSW,0.7490813228609683,0.0005396279772112019,0.5184156924641723,0.0002903798693326175
BPIC20DD,0.9,0.5,EAL,0.7472017550592269,0.0005902261039638394,0.5177581723250805,0.0006573402525206733
BPIC20DD,0.9,0.5,BMSE,0.7445017951407543,0.000667462245947001,0.5126689183620832,0.0006522742544593898
BPIC20DD,0.9,0.5,SERA,0.7288580602246272,0.02215989877145568,0.5148512312585457,0.0041795122482192176
BPIC20DD,0.9,0.75,Quantile,0.8167344641440888,0.002688207300157134,0.5488559077617181,0.028154718240409653
BPIC20DD,0.9,0.75,Vanilla,0.8258888291929969,0.000531451946629785,0.6430307778347005,0.00044404726482425404
BPIC20DD,0.9,0.75,CSW,0.8276613707882415,0.000959496095354299,0.6448068873528937,0.0005398547699499765
BPIC20DD,0.9,0.75,EAL,0.8267753131902337,0.0008249034452164157,0.6439999569246614,0.0006041884123437606
BPIC20DD,0.9,0.75,BMSE,0.8241998618466496,0.0003363219695840906,0.6317357173997041,0.0005084981683656263
BPIC20DD,0.9,0.75,SERA,0.8272400883499204,0.0007407482466251151,0.6384601619564076,0.0012315229292130545
BPIC20DD,0.95,0.25,Quantile,0.5782322465980329,0.009294282457187027,0.11860769165553638,0.012487617726290617
BPIC20DD,0.95,0.25,Vanilla,0.575970716785859,0.001229053967868337,0.19164499536623117,0.0011999045425462869
BPIC20DD,0.95,0.25,CSW,0.5771664681808014,0.00023195194341733063,0.192137949422205,0.0007677901695056706
BPIC20DD,0.95,0.25,EAL,0.5781494266075843,0.00017133792080325995,0.19246140974355117,0.0003740937335569768
BPIC20DD,0.95,0.25,BMSE,0.5832395311300396,0.00024573049774816657,0.19638137674163642,0.0011999812780282538
BPIC20DD,0.95,0.25,SERA,0.5814362316299821,0.03526941356974071,0.18750648426675526,0.00616570439467141
BPIC20DD,0.95,0.5,Quantile,0.7161734746310883,0.03038298724995117,0.4196419862512178,0.024252403753506683
BPIC20DD,0.95,0.5,Vanilla,0.7666150804925673,9.39837856032981e-05,0.5169287372439832,0.00021157427976434162
BPIC20DD,0.95,0.5,CSW,0.7666344253078545,0.00011866266927965964,0.5172301632980139,0.000382010746488617
BPIC20DD,0.95,0.5,EAL,0.7635513453714506,0.001735512525599937,0.516354821760501,0.00024192639481680105
BPIC20DD,0.95,0.5,BMSE,0.7649054824415575,0.0004183167792634916,0.5143304408101707,0.001329940211447852
BPIC20DD,0.95,0.5,SERA,0.7174973854273088,0.03777990337924694,0.5142228253391657,0.0019086181645576246
BPIC20DD,0.95,0.75,Quantile,0.820359209038865,0.006698432819231968,0.4680265613565762,0.028977196965665607
BPIC20DD,0.95,0.75,Vanilla,0.8169787025674197,0.0013874511637741273,0.580065137819854,0.0004038759088523683
BPIC20DD,0.95,0.75,CSW,0.8193218433190866,0.0018384662410413917,0.5811979781936311,0.0006152403299842715
BPIC20DD,0.95,0.75,EAL,0.8197546835611387,0.0015773192297898362,0.5811519647185407,0.0005704424217107753
BPIC20DD,0.95,0.75,BMSE,0.8271117586250674,0.0006714860456205149,0.5820859210761757,0.0003881280938575354
BPIC20DD,0.95,0.75,SERA,0.8187414988604695,0.004473722578443018,0.5789429994768533,0.0005418147379256021
BPIC20PTC,0.8,0.25,Vanilla,0.7574473684210525,0.006035874974152538,0.10746312808226002,0.003994413142987499
BPIC20PTC,0.8,0.25,CSW,0.7826973684210526,0.0041932726263098396,0.1118062875982881,0.0017690335457817598
BPIC20PTC,0.8,0.25,EAL,0.7572763157894737,0.0014153149273184247,0.10606840997866354,0.0018783926793658843
BPIC20PTC,0.8,0.25,BMSE,0.7869868421052632,0.004800017312988159,0.11565524279123915,0.0030311654093032538
BPIC20PTC,0.8,0.25,SERA,0.753907894736842,0.001739133257555235,0.10332061690034111,0.0005666957449835532
BPIC20PTC,0.8,0.5,Vanilla,0.9550394736842106,0.006817643519420331,0.7218781747118334,0.006772410581987345
BPIC20PTC,0.8,0.5,CSW,0.9706973684210526,0.0009864034112627305,0.7496843344159696,0.0038017203314545172
BPIC20PTC,0.8,0.5,EAL,0.9569342105263157,0.0021407373105280163,0.7164778131928309,0.005685629260431483
BPIC20PTC,0.8,0.5,BMSE,0.9708289473684211,0.0006129376157290662,0.7530273305706813,0.0019034789698537155
BPIC20PTC,0.8,0.5,SERA,0.881828947368421,0.0035630937567111,0.6873212562669851,0.0018460613899770803
BPIC20PTC,0.8,0.75,Vanilla,0.9988421052631578,0.0004595855051729511,0.9822861999286598,0.005856347027513147
BPIC20PTC,0.8,0.75,CSW,0.9981842105263159,0.00019516311808146617,0.9708167703459687,0.002728372537162837
BPIC20PTC,0.8,0.75,EAL,0.9986052631578948,0.00015002308224986902,0.9767168708996963,0.0025879318779921585
BPIC20PTC,0.8,0.75,BMSE,0.998078947368421,0.00011768778828945553,0.9691831110342907,0.0022231743137144096
BPIC20PTC,0.8,0.75,SERA,0.9766052631578948,0.0027449273285064042,0.6010614532471855,0.03481811715779769
BPIC20PTC,0.9,0.25,Quantile,0.680095923261391,0.006750929621227434,0.011594824244657876,0.00019698813485929655
BPIC20PTC,0.9,0.25,Vanilla,0.686810551558753,0.004899956053166093,0.011971594399600261,0.00026137011690836095
BPIC20PTC,0.9,0.25,CSW,0.680335731414868,0.005787778602468631,0.011590351220798817,0.00015812537987938458
BPIC20PTC,0.9,0.25,EAL,0.6875299760191848,0.0013671168166656635,0.011933821280460012,6.88898594374561e-05
BPIC20PTC,0.9,0.25,BMSE,0.6820143884892087,0.005712771822336461,0.011730307924734723,0.0002740719309339995
BPIC20PTC,0.9,0.25,SERA,0.6364508393285372,0.0025994584398895512,0.01006716582034896,4.796890551343347e-05
BPIC20PTC,0.9,0.5,Quantile,0.9743405275779375,0.002486383855315091,0.5430289855072464,0.004153381466918963
BPIC20PTC,0.9,0.5,Vanilla,0.9270983213429256,0.010432343757389051,0.5161582374740269,0.002129501417541968
BPIC20PTC,0.9,0.5,CSW,0.9470023980815349,0.0028626705962381846,0.5216917326418266,0.001130753710179405
BPIC20PTC,0.9,0.5,EAL,0.934052757793765,0.003283708378328354,0.5175768989328311,0.0008595771461160889
BPIC20PTC,0.9,0.5,BMSE,0.9450839328537171,0.0019702250269970287,0.5209410430839002,0.0007470850967820943
BPIC20PTC,0.9,0.5,SERA,0.8071942446043167,0.007696310089151672,0.5061502957415722,0.0002470001860585439
BPIC20PTC,0.9,0.75,Quantile,1.0,0.0,1.0,0.0
BPIC20PTC,0.9,0.75,Vanilla,1.0,0.0,1.0,0.0
BPIC20PTC,0.9,0.75,CSW,1.0,0.0,1.0,0.0
BPIC20PTC,0.9,0.75,EAL,1.0,0.0,1.0,0.0
BPIC20PTC,0.9,0.75,BMSE,1.0,0.0,1.0,0.0
BPIC20PTC,0.9,0.75,SERA,0.9995203836930455,0.0006567416756656627,0.9333333333333332,0.09128709291752773
BPIC20PTC,0.95,0.25,Quantile,,0.0,,0.0
BPIC20PTC,0.95,0.25,Vanilla,,0.0,,0.0
BPIC20PTC,0.95,0.25,CSW,,0.0,,0.0
BPIC20PTC,0.95,0.25,EAL,,0.0,,0.0
BPIC20PTC,0.95,0.25,BMSE,,0.0,,0.0
BPIC20PTC,0.95,0.25,SERA,,0.0,,0.0
BPIC20PTC,0.95,0.5,Quantile,,0.0,,0.0
BPIC20PTC,0.95,0.5,Vanilla,,0.0,,0.0
BPIC20PTC,0.95,0.5,CSW,,0.0,,0.0
BPIC20PTC,0.95,0.5,EAL,,0.0,,0.0
BPIC20PTC,0.95,0.5,BMSE,,0.0,,0.0
BPIC20PTC,0.95,0.5,SERA,,0.0,,0.0
BPIC20PTC,0.95,0.75,Quantile,,0.0,,0.0
BPIC20PTC,0.95,0.75,Vanilla,,0.0,,0.0
BPIC20PTC,0.95,0.75,CSW,,0.0,,0.0
BPIC20PTC,0.95,0.75,EAL,,0.0,,0.0
BPIC20PTC,0.95,0.75,BMSE,,0.0,,0.0
BPIC20PTC,0.95,0.75,SERA,,0.0,,0.0
